id,"Suit Obsession/Color","Graphics","Scrawls","Phase","Obsession","Specialty","Vibes","Location","Headgear Accessory","Accessory","Totem","Creature/Plant","Suit","Sanity","Headgear","Looks Rare","Ambition","Bane","Mood","Desire","Graphic","Suit Style/Color","Suit Accessory","Backpack","Style"
1343,"Solid","Lethal","None","Phase 1","None","None","None","Scablands","None","The Spunker","None","None","Vayon Worksuit","None","Sock x Charybdis","Gastrotech","None","None","None","None","None","None","None","Squirrel Pack","None"
1344,"Solid","Dugall Freight","None","Phase 1","None","None","None","The Blue","None","Steady Hammer","None","None","Pitchfork Prongshell","None","Good King Maude","None","None","None","None","None","None","None","None","None","None"
1345,"Solid","Union of Merchants","None","Phase 1","None","None","None","Scablands","None","Thruster","None","None","Gutter Shirt","None","Sock","None","None","None","None","None","None","None","None","Bobpack","None"
1346,"Solid","Topography Society","None","Phase 1","None","None","None","The Blue","Eye Patch","Steady Hammer","None","None","Kreegal Cloak","None","The Hoodie","None","None","None","None","None","None","None","None","None","None"
1347,"Cap Flag","Gael","None","Phase 1","None","None","None","Scablands","None","Roulette","None","None","Smocker","None","Yawper","None","None","None","None","None","None","None","None","The Sink","None"
1348,"Rust","Mercenary","None","Phase 1","None","None","None","The Blue","None","The Spunker","None","None","Platemail","None","Puffy Face","None","None","None","None","None","None","None","None","The Sink","None"
1349,"Solid","Beshtala Expatriation Roster","None","Phase 1","None","None","None","The Blue","None","Ball Claw","None","None","Vayon Worksuit","None","Soup Gagers","None","None","None","None","None","None","None","Utility Vest","Bobpack","None"
0135,"Solid","The Pyramid Order","None","Phase 1","None","None","None","Scablands","None","The Nozzle","None","None","Prongshell","None","None","Pistols","None","None","None","None","None","None","None","Bobpack","None"
1350,"Solid","House of Ourbous","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Kreegal Cloak","None","Good King Maude","Pistols","None","None","None","None","None","None","Industrial Regulator","Bobpack","None"
1351,"Grasslands","Cathedral","None","Phase 1","None","None","None","Scablands","None","Steady Hammer","None","None","Smocker","None","Muckface","Gastrotech","None","None","None","None","None","None","Amplifier","Caddypack","None"
1352,"Grasslands","The Bench","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Smocker","None","Good King Maude","Pistols","None","None","None","None","None","None","Amplifier","Squirrel Pack","None"
1353,"Solid","No Damage","None","Phase 1","None","None","None","Scablands","Cageyes","Candlestick","None","None","Prongshell","None","None","Tribal","None","None","None","None","None","None","None","Bobpack","None"
1354,"Solid","Roving Terror","None","Phase 1","None","None","None","Scablands","None","Reef Sweeper","None","None","Fursuit","None","The Clincher","Melee","None","None","None","None","None","None","None","None","None"
1355,"Solid","Glass Womb","None","Phase 1","None","None","None","Scablands","None","Steady Hammer","None","None","Grounder Pounder","None","Good King Maude","None","None","None","None","None","None","None","None","The Sink","None"
1356,"Solid","Orbital Miners Guild","None","Phase 1","None","None","None","Scablands","None","Trunker","None","None","Smocker","None","Good King Maude","None","None","None","None","None","None","None","Encased Regulator","Bobpack","None"
1357,"Solid","Longhaulers","Yes","Phase 1","None","None","None","Scablands","None","The (Fat) Koltso","None","None","Gutter Shirt","None","Rustler's Braincage","None","None","None","None","None","None","None","Encased Regulator","Caddypack","None"
1358,"Solid","Combustible","None","Phase 1","None","None","None","Scablands","None","Reef Sweeper","None","None","Smocker","None","Yawper","Melee","None","None","None","None","None","None","None","Squirrel Pack","None"
1359,"Cap Flag","Glass Womb","Yes","Phase 1","None","None","None","Scablands","None","The (Fat) Koltso","None","None","Smocker","None","Good King Maude","None","None","None","None","None","None","None","Amplifier","The Sink","None"
0136,"Solid","Union of Merchants","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Gutter Shirt","None","Sock","None","None","None","None","None","None","None","Heavy Duty Regulator","Caddypack","None"
1360,"Cap Flag","Mol Bon Tunnel","None","Phase 1","None","None","None","Scablands","None","Steady Hammer","None","None","Smocker","None","Muckface","Gastrotech","None","None","None","None","None","None","Encased Regulator","The Sink","None"
1361,"Solid","Ji","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Grounder Pounder","None","Good King Maude","Pistols","None","None","None","None","None","None","None","Caddypack","None"
1362,"Cap Flag","Deepsatch","None","Phase 1","None","None","None","Scablands","None","The Shriek","None","None","Smocker","None","Rustler's Braincage","None","None","None","None","None","None","None","None","None","None"
1363,"Solid","Mark Stay","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Grounder Pounder","None","The Clincher","Pistols","None","None","None","None","None","None","None","Bobpack","None"
1364,"Solid","Beshtala-Chanko","None","Phase 1","None","None","None","Scablands","None","Thruster","None","None","Grounder Pounder","None","Rustler's Braincage","None","None","None","None","None","None","None","None","Bobpack","None"
1365,"Cap Flag","Cathedral","None","Phase 1","None","None","None","Scablands","None","Round Foot","None","None","Smocker","None","Clincher x Bincal","Gastrotech","None","None","None","None","None","None","Heavy Duty Regulator","Squirrel Pack","None"
1366,"Solid","Cove Stalkers","None","Phase 1","None","None","None","The Blue","None","Reef Sweeper","None","None","Smocker","None","Puffy Face","Melee","None","None","None","None","None","None","None","None","None"
1367,"Camouflage","Cog Crew","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Prongshell","None","Good King Maude","Pistols","None","None","None","None","None","None","None","Squirrel Pack","None"
1368,"Solid","Longhaulers","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Kreegal Cloak","None","Rustler's Braincage","None","None","None","None","None","None","None","None","Bobpack","None"
1369,"Rust","Beshtala-Chanko","None","Phase 1","None","None","None","The Blue","None","Hull Breacher","None","None","Platemail","None","Hangtooth","None","None","None","None","None","None","None","None","None","None"
0137,"Solid","The Path","None","Phase 1","None","None","None","Scablands","Eye Patch","Thruster","None","None","Gutter Shirt","None","None","None","None","None","None","None","None","None","None","Bobpack","None"
1370,"None","None","None","Phase 1","None","None","None","Scablands","None","None","None","None","None","None","None","Legendary","None","None","None","Skulls","None","None","None","None","None"
1371,"Solid","Engineers Guild","None","Phase 1","None","None","None","Scablands","None","Thruster","None","None","Grounder Pounder","None","Good King Maude","Percussive","None","None","None","None","None","None","None","Scrapper","None"
1372,"Cap Flag","High Tox","None","Phase 1","None","None","None","Scablands","None","The Shriek","None","None","Smocker","None","Backstab Squeezebox","None","None","None","None","None","None","None","Encased Regulator","Caddypack","None"
1373,"Solid","Subsurface Miners Guild","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Vayon Worksuit","None","Backstab Squeezebox","Pistols","None","None","None","None","None","None","Disc Regulator","Bobpack","None"
1374,"Solid","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","Cream Steamer","None","None","Gutter Shirt","None","Astromask","Tribal","None","None","None","None","None","None","Heavy Duty Regulator","Bobpack","None"
1375,"Solid","Union of Merchants","None","Phase 1","None","None","None","The Blue","None","Bolt Harp","None","None","Vayon Worksuit","None","Yawper","None","None","None","None","None","None","None","Encased Regulator","Bobpack","None"
1376,"Solid","Cross of the Round Style","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Gutter Shirt","None","Gloamwight","Percussive","None","None","None","None","None","None","None","Bobpack","None"
1377,"Solid","Longhaulers","None","Phase 1","None","None","None","Scablands","None","Steady Hammer","None","None","Grounder Pounder","None","Rustler's Braincage","None","None","None","None","None","None","None","None","The Sink","None"
1378,"Cap Flag","Slash Patcher","None","Phase 1","None","None","None","Scablands","None","The Spunker","None","None","Smocker","None","Yawper","None","None","None","None","None","None","None","Encased Regulator","Bobpack","None"
1379,"Solid","Topography Society","None","Phase 1","None","None","None","The Blue","None","Hull Breacher","None","Fane","Grounder Pounder","None","Hangtooth","None","None","None","None","None","None","None","None","Plant Buddy","None"
0138,"Solid","Deepsatch","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Prongshell","None","The Scaper","Pistols","None","None","None","None","None","None","None","Squirrel Pack","None"
1380,"Solid","Mol Bon Tunnel","None","Phase 1","None","None","None","The Blue","None","Hull Breacher","None","Milo","Grounder Pounder","None","Muckface","Gastrotech","None","None","None","None","None","None","None","Gerry Stow","None"
1381,"Solid","Beshtala-Chanko","None","Phase 1","None","None","None","Scablands","None","The Straight Smile","None","None","Kreegal Cloak","None","Rustler's Braincage","Melee","None","None","None","None","None","None","Industrial Regulator","Bobpack","None"
1382,"Grasslands","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","Trunker","None","None","Smocker","None","Astromask","Tribal","None","None","None","None","None","None","Heavy Duty Regulator","Scrapper","None"
1383,"Solid","House of Ourbous","None","Phase 1","None","None","None","The Blue","None","Reef Sweeper","None","None","Kreegal Cloak","None","Good King Maude","Melee","None","None","None","None","None","None","Industrial Regulator","Caddypack","None"
1384,"Solid","The Transcendentalists","None","Phase 1","None","None","None","The Blue","None","Hull Breacher","None","Milo","Kreegal Cloak","None","Muckface","Gastrotech","None","None","None","None","None","None","Industrial Regulator","Gerry Stow","None"
1385,"Solid","Saddler Racing League","None","Phase 1","None","None","None","The Blue","None","Heavy Spigot","None","None","Kreegal Cloak","None","Puffy Face","Melee","None","None","None","None","None","None","Industrial Regulator","The Sink","None"
1386,"Solid","Venonauts","None","Phase 1","None","None","None","Scablands","None","Steady Hammer","None","None","Vayon Worksuit","None","Muckface","Gastrotech","None","None","None","None","None","None","Disc Regulator","Caddypack","None"
1387,"Solid","Machinist Social Club","None","Phase 1","None","None","None","The Blue","None","The Straight Smile","None","None","Smocker","None","Boxhead","Melee","None","None","None","None","None","None","Industrial Regulator","Bobpack","None"
