id,"Headgear","Location","Backpack","Phase","Class","Headgear Accessory","Suit Accessory","Accessory","Suit Pattern","Suit Accessories","Suit","Suit Color","Graphic","Scrawls","Totem"
2307,"Good King Maude","The Void","The Sink","Phase 2","Drifter","None","None","The Nozzle","Solid","Multiband Regulator","Kreegal Cloak","Red","Cross of the Round Power","None","Light Grey Suit Integrity Amulet"
2308,"Trailmaker","The Void","Little Huffy","Phase 2","Drifter","None","None","Trunker","Solid","Multiband Regulator","Kreegal Cloak","Red","Mercenary","Yes","Medium Grey Sanity Amulet"
2309,"Boxhead","The Void","Fancypack","Phase 2","Drifter","None","None","The (Fat) Koltso","Solid","Multiband Regulator","Deverin Jacket","Yellow","Lighthouse Sept","None","None"
2310,"Boxhead","The Void","Fancypack","Phase 2","Drifter","None","None","The (Fat) Koltso","Solid","Multiband Regulator","Vayon Worksuit","Gray","House of Ourbous","None","Medium Grey Drippy Charm"
2311,"Kipper","The Void","Bobpack","Phase 2","Drifter","None","None","Hull Hooker","Solid","Heavy Duty Regulator","Vayon Worksuit","Gray","The Path","None","None"
2312,"Headforge","The Void","The Sink","Phase 2","Drifter","None","None","Steady Hammer","Cap Flag","None","Smocker","Red","Margul","None","Light Grey Milo Charm"
2313,"Puffy Face","The Void","Caddypack","Phase 2","Drifter","None","None","Ball Claw","Solid","Simple Regulator","Deverin Jacket","White","Lighthouse Sept","Yes","Red Milo Charm"
2314,"Hardhat","The Void","Little Huffy","Phase 2","Drifter","None","None","Cove Carver","Sacred Passage","Simple Regulator","Smocker","Green","Orbital Miners Guild","Yes","Yellow Air Supply Amulet"
2315,"BC Shiner","The Void","Fancypack","Phase 2","Drifter","None","None","Roulette","Arvis Edition","Heavy Duty Regulator","Deverin Jacket","Gray","Longhaulers","None","White Drippy Charm"
2316,"Hardhat","The Void","Fancypack","Phase 2","Drifter","None","None","The Nozzle","Solid","Utility Vest","Vayon Worksuit","Black","The Pyramid Order","None","Dark Grey Drippy Charm"
2317,"Good King Maude","The Void","Little Huffy","Phase 2","Drifter","None","None","The Shriek","Cowl","None","Smocker","Red","League of Channel","Yes","None"
2318,"The Spyhopper","The Void","The Sink","Phase 2","Drifter","None","None","The Nozzle","Cap Flag","None","Smocker","Green","Mesmegraph","None","Light Grey Suit Integrity Amulet"
2319,"Boxhead","The Void","Fancypack","Phase 2","Drifter","None","None","The (Fat) Koltso","Cap Flag","Heavy Duty Regulator","Smocker","Red","Lighthouse Sept","None","Medium Grey Drippy Charm"
2320,"Kipper","The Void","The Sink","Phase 2","Drifter","None","None","Bolt Harp","Cap Flag","Multiband Regulator","Smocker","Red","Cross of the Round Power","None","Red Sanity Amulet"
2321,"BC Shiner","The Void","The Sink","Phase 2","Drifter","Hypervisor","None","Hull Breacher","Solid","Heavy Duty Regulator","Deverin Jacket","Yellow","Subsurface Miners Guild","None","None"
2322,"Boxhead","The Void","The Sink","Phase 2","Drifter","None","None","Hull Breacher","Solid","Simple Regulator","Deverin Jacket","Gray","House of Ourbous","None","None"
2323,"The Stalker","The Void","The Sink","Phase 2","Drifter","None","None","The Nozzle","Solid","Heavy Duty Regulator","Deverin Jacket","Yellow","Dugall Freight","None","Light Grey Suit Integrity Amulet"
2324,"Hangtooth","The Void","The Sink","Phase 2","Drifter","None","None","Thruster","Solid","Multiband Regulator","Vayon Worksuit","Black","Dugall Freight","None","None"
2325,"Hangtooth","The Void","Fancypack","Phase 2","Drifter","None","None","Trunker","Cap Flag","Multiband Regulator","Smocker","Green","Cross of the Round Power","None","Medium Grey Sanity Amulet"
2326,"The Stalker","The Void","The Sink","Phase 2","Drifter","None","None","The Nozzle","Solid","Fine Tool Harness","Deverin Jacket","White","Beshtala-Chanko","None","None"
2327,"Good King Maude","The Void","None","Phase 2","Drifter","None","None","The Nozzle","Cowl","None","Smocker","Blue","Survivalist Guild","None","Light Grey Suit Integrity Amulet"
2328,"Rustler's Braincage","The Void","None","Phase 2","Drifter","None","None","Hull Breacher","Foss","Utility Vest","Vayon Worksuit","White","The Pyramid Order","None","None"
2329,"Kipper","The Void","None","Phase 2","Drifter","None","None","Steady Hammer","Foss","Utility Vest","Vayon Worksuit","Yellow","Mesmegraph","None","None"
2330,"The Pillowcase","The Void","Bobpack","Phase 2","Drifter","None","None","Roulette","Sacred Passage","Simple Regulator","Smocker","Yellow","Beshtala Expatriation Roster","None","Yellow Drippy Charm"
2331,"Boxhead","The Void","Fancypack","Phase 2","Drifter","None","None","The Shriek","Cap Flag","Heavy Duty Regulator","Smocker","Red-Yellow","Survivalist Guild","None","Light Grey Milo Charm"
2332,"Hangtooth","The Void","The Sink","Phase 2","Drifter","None","None","The (Fat) Koltso","Arvis Edition","Encased Regulator","Deverin Jacket","Red","Combustible","None","None"
2333,"Headforge","The Void","Caddypack","Phase 2","Drifter","None","None","Bolt Harp","Solid","Multiband Regulator","Kreegal Cloak","Red","The Man Earlie Expeditionary Society","Yes","None"
2334,"Kipper","The Void","Little Huffy","Phase 2","Drifter","Driftcore Shades","None","Steady Hammer","Sacred Passage","Simple Regulator","Smocker","Yellow","Cross of the Round Power","Yes","Yellow Air Supply Amulet"
2335,"The Stalker","The Void","The Sink","Phase 2","Drifter","None","None","Hull Breacher","Solid","Heavy Duty Regulator","Deverin Jacket","Green","The Bench","None","None"
2336,"Headforge","The Void","Fancypack","Phase 2","Drifter","None","None","Trunker","Sacred Passage","Simple Regulator","Smocker","Yellow","Deepsatch","None","Light Grey Suit Integrity Amulet"
2337,"Good King Maude","The Void","Little Huffy","Phase 2","Drifter","None","None","The (Fat) Koltso","Solid","Fine Tool Harness","Deverin Jacket","Yellow","No Damage","Yes","None"
2338,"Good King Maude","The Void","Little Huffy","Phase 2","Drifter","None","None","The Nozzle","Cap Flag","Heavy Duty Regulator","Smocker","Red-Yellow","Cathedral","Yes","None"
2339,"Headforge","The Void","Little Huffy","Phase 2","Drifter","None","None","The Shriek","Chords","Multiband Regulator","Smocker","Black","Margul","Yes","Dark Grey Air Supply Amulet"
2340,"The Spyhopper","The Void","None","Phase 2","Drifter","None","None","The Nozzle","Strapt","Utility Vest","Duggie","Black","Engineers Guild","None","None"
2341,"Good King Maude","The Void","Caddypack","Phase 2","Drifter","None","None","Thruster","Solid","Fine Tool Harness","Deverin Jacket","Yellow","No Damage","None","White Drippy Charm"
2342,"Puffy Face","The Void","Little Huffy","Phase 2","Drifter","None","None","The Koltso","Solid","Simple Regulator","Vayon Worksuit","Gray","Machinist Social Club","Yes","None"
2343,"Boxhead","The Void","Little Huffy","Phase 2","Drifter","None","None","Bolt Harp","Arvis Edition","Encased Regulator","Deverin Jacket","Red","The Bench","Yes","Red Air Supply Amulet"
2344,"Trailmaker","The Void","The Sink","Phase 2","Drifter","None","None","The Shriek","Cowl","None","Smocker","Red","Gael","None","None"
2345,"Headforge","The Void","Fancypack","Phase 2","Drifter","None","None","Bolt Harp","Cap Flag","Multiband Regulator","Smocker","Red","The Path","None","None"
2346,"The Stalker","The Void","Little Huffy","Phase 2","Drifter","None","None","Wedge","Cowl","Heavy Duty Regulator","Smocker","Yellow","Deepsatch","Yes","Medium Grey Air Supply Amulet"
2347,"Kipper","The Void","Bobpack","Phase 2","Drifter","Leergear","None","Prongseat","Sacred Passage","Encased Regulator","Smocker","White","Topography Society","None","Dark Grey Air Supply Amulet"
2348,"Kipper","The Void","The Sink","Phase 2","Drifter","None","None","Steady Hammer","Cowl","Simple Regulator","Smocker","Red","Dark Ether House","None","None"
2349,"Kipper","The Void","The Sink","Phase 2","Drifter","Leergear","None","Death Beam","Solid","Encased Regulator","Kreegal Cloak","Yellow","Dugall Freight","None","Light Grey Milo Charm"
2350,"The Pillowcase","The Void","None","Phase 2","Drifter","Driftcore Shades","None","Chainflicker","Solid","None","Kreegal Cloak","Green","Beshtala Expatriation Roster","None","None"
2351,"Backstab Squeezebox","The Void","Caddypack","Phase 2","Drifter","None","None","Chainflicker","Sacred Passage","Simple Regulator","Smocker","Green","Saddler Racing League","None","White Drippy Charm"
2352,"Boxhead","The Void","Caddypack","Phase 2","Drifter","None","None","The (Fat) Koltso","Solid","Encased Regulator","Kreegal Cloak","Yellow","League of Channel","Yes","Yellow Drippy Charm"
2353,"The Spyhopper","The Void","Caddypack","Phase 2","Drifter","None","None","Chainflicker","Solid","Heavy Duty Regulator","Vayon Worksuit","Gray","Dugall Freight","None","White Drippy Charm"
2354,"Hangtooth","The Void","Caddypack","Phase 2","Drifter","None","None","The (Fat) Koltso","Solid","Encased Regulator","Deverin Jacket","White","Orbital Miners Guild","Yes","Medium Grey Drippy Charm"
2355,"Puffy Face","The Void","None","Phase 2","Drifter","None","None","Prongseat","Solid","None","Smocker","Gray","Free Fringe","None","None"
2356,"Rustler's Braincage","The Void","The Sink","Phase 2","Drifter","None","None","Trunker","Chords","Encased Regulator","Smocker","Gray","The Path","None","None"
2357,"Headforge","The Void","Caddypack","Phase 2","Drifter","None","None","Thruster","Cap Flag","Heavy Duty Regulator","Smocker","Green","Free Fringe","None","White Drippy Charm"
2358,"Rustler's Braincage","The Void","Little Huffy","Phase 2","Drifter","None","None","Faulk's Icepick","Solid","Multiband Regulator","Kreegal Cloak","Red","The Path","Yes","Yellow Air Supply Amulet"
2359,"Kipper","The Void","Little Huffy","Phase 2","Drifter","None","None","Ball Claw","Cap Flag","Simple Regulator","Smocker","Yellow","Venonauts","Yes","None"
2360,"BC Shiner","The Void","Caddypack","Phase 2","Drifter","None","None","Roulette","Solid","Simple Regulator","Smocker","Gray","Cross of the Round Power","Yes","Light Grey Decontamination Amulet"
2361,"Hangtooth","The Void","Caddypack","Phase 2","Drifter","None","None","Round Foot","Cowl","Encased Regulator","Smocker","White","House of Ourbous","None","Dark Grey Drippy Charm"
2362,"Headforge","The Void","Fancypack","Phase 2","Drifter","None","None","The Shriek","Solid","Multiband Regulator","Deverin Jacket","Yellow","Machinist Social Club","None","Light Grey Milo Charm"
2363,"Headforge","The Void","Little Huffy","Phase 2","Drifter","None","None","The (Fat) Koltso","Sacred Passage","Heavy Duty Regulator","Smocker","Green","The Path","Yes","White Air Supply Amulet"
2364,"Trailmaker","The Void","Fancypack","Phase 2","Drifter","None","None","Hull Breacher","Cap Flag","Heavy Duty Regulator","Smocker","Green","Union of Merchants","None","None"
2365,"Headforge","The Void","Little Huffy","Phase 2","Drifter","None","None","The (Fat) Koltso","Solid","Encased Regulator","Kreegal Cloak","Yellow","The Pyramid Order","Yes","None"
2366,"The Stalker","The Void","Little Huffy","Phase 2","Drifter","None","None","Hole Puncher","Chords","Multiband Regulator","Smocker","Black","Combustible","Yes","None"
2367,"The Scaper","The Void","Bobpack","Phase 2","Drifter","None","None","Faulk's Icepick","Solid","Multiband Regulator","Deverin Jacket","Yellow","Venonauts","None","None"
2368,"Rustler's Braincage","The Void","The Sink","Phase 2","Drifter","None","None","Trunker","Solid","Heavy Duty Regulator","Deverin Jacket","White","The Pyramid Order","None","None"
2369,"Headforge","The Void","The Sink","Phase 2","Drifter","None","None","Steady Hammer","Solid","Heavy Duty Regulator","Deverin Jacket","Yellow","Longhaulers","None","None"
2370,"Good King Maude","The Void","Little Huffy","Phase 2","Drifter","None","None","Trunker","Solid","Heavy Duty Regulator","Vayon Worksuit","Black","The Bench","Yes","White Air Supply Amulet"
2371,"The Pillowcase","The Void","None","Phase 2","Drifter","Eye Patch","None","Everdull Snippies","Solid","None","Smocker","Black","High Tox","None","None"
2372,"Puffy Face","The Void","Fancypack","Phase 2","Drifter","None","None","Trunker","Ricochet","Simple Regulator","Vayon Worksuit","Gray","Mark Stay","None","Light Grey Suit Integrity Amulet"
2373,"Hardhat","The Void","Little Huffy","Phase 2","Drifter","None","None","The (Fat) Koltso","Cowl","None","Smocker","Red","High Tox","Yes","Medium Grey Drippy Charm"
2374,"Headforge","The Void","The Sink","Phase 2","Drifter","None","None","The Shriek","Solid","Heavy Duty Regulator","Vayon Worksuit","Black","The Path","None","None"
2375,"Hangtooth","The Void","Caddypack","Phase 2","Drifter","None","None","The Shriek","Solid","Multiband Regulator","Kreegal Cloak","Red","Freebooters Flag","Yes","None"
2376,"The Stalker","The Void","Caddypack","Phase 2","Drifter","None","None","The (Fat) Koltso","Solid","Heavy Duty Regulator","Vayon Worksuit","Gray","The Bench","Yes","Medium Grey Drippy Charm"
2377,"Good King Maude","The Void","Caddypack","Phase 2","Drifter","None","None","The Nozzle","Solid","Fine Tool Harness","Deverin Jacket","Green","Union of Merchants","Yes","White Suit Integrity Amulet"
2378,"Good King Maude","The Void","The Sink","Phase 2","Drifter","None","None","Bolt Harp","Solid","Heavy Duty Regulator","Kreegal Cloak","Gray","Engineers Guild","None","Light Grey Milo Charm"
2379,"Good King Maude","The Void","Little Huffy","Phase 2","Drifter","None","None","The Nozzle","Arvis Edition","Multiband Regulator","Deverin Jacket","Yellow","Topography Society","Yes","None"
2380,"Hangtooth","The Void","Fancypack","Phase 2","Drifter","None","None","Hull Breacher","Arvis Edition","Encased Regulator","Deverin Jacket","Red","Topography Society","None","White Air Supply Amulet"
2381,"Puffy Face","The Void","Bobpack","Phase 2","Drifter","None","None","Hole Puncher","Scripture","Heavy Duty Regulator","Kreegal Cloak","Gray","Beshtala-Chanko","None","Medium Grey Air Supply Amulet"
2382,"The Spyhopper","The Void","The Sink","Phase 2","Drifter","None","None","Faulk's Icepick","Arvis Edition","Multiband Regulator","Deverin Jacket","Yellow","House of Ourbous","None","Light Grey Air Supply Amulet"
2383,"The Spyhopper","The Void","The Sink","Phase 2","Drifter","None","None","Hull Breacher","Cap Flag","Heavy Duty Regulator","Smocker","Green","No Damage","None","None"
2384,"Hardhat","The Void","None","Phase 2","Drifter","None","None","Trunker","Foss","None","Vayon Worksuit","Red","Topography Society","None","None"
2385,"Backstab Squeezebox","The Void","Fancypack","Phase 2","Drifter","None","None","Steady Hammer","Solid","Fine Tool Harness","Deverin Jacket","Yellow","Longhaulers","None","Light Grey Suit Integrity Amulet"
2386,"Headforge","The Void","None","Phase 2","Drifter","None","None","Hull Breacher","Solid","None","Prongshell","Green","Beshtala-Chanko","None","None"
2387,"The Pillowcase","The Void","Bobpack","Phase 2","Drifter","Eye Patch","None","The Nozzle","Ricochet","Simple Regulator","Vayon Worksuit","Gray","Cathedral","None","None"
2388,"Headforge","The Void","Bobpack","Phase 2","Drifter","None","None","The Shriek","Solid","Encased Regulator","Deverin Jacket","White","The Man Earlie Expeditionary Society","None","Light Grey Milo Charm"
2389,"The Pillowcase","The Void","The Sink","Phase 2","Drifter","Leergear","None","Hole Puncher","Cowl","Multiband Regulator","Smocker","Blue","The Pyramid Order","None","Medium Grey Air Supply Amulet"
2390,"Good King Maude","The Void","The Sink","Phase 2","Drifter","None","None","The (Fat) Koltso","Cap Flag","Simple Regulator","Smocker","Yellow","Saddler Racing League","None","Light Grey Suit Integrity Amulet"
2391,"Kipper","The Void","Little Huffy","Phase 2","Drifter","Hypervisor","None","Death Beam","Cap Flag","None","Smocker","Red","Cathedral","Yes","None"
2392,"The Stalker","The Void","Caddypack","Phase 2","Drifter","None","None","Faulk's Icepick","Solid","Fine Tool Harness","Deverin Jacket","Green","Freebooters Flag","Yes","Light Grey Air Supply Amulet"
2393,"The Spyhopper","The Void","Bobpack","Phase 2","Drifter","None","None","Death Beam","Cowl","Encased Regulator","Smocker","Green","Venonauts","None","None"
2394,"Hardhat","The Void","None","Phase 2","Drifter","None","None","Hull Breacher","Solid","None","Prongshell","Red","Topography Society","None","None"
2395,"Hardhat","The Void","None","Phase 2","Drifter","None","None","Bolt Harp","Sacred Passage","None","Smocker","Blue","Mark Stay","None","None"
2396,"The Spyhopper","The Void","Fancypack","Phase 2","Drifter","None","None","Faulk's Icepick","Cap Flag","Simple Regulator","Smocker","Yellow","The Pyramid Order","None","None"
2397,"The Scaper","The Void","Bobpack","Phase 2","Drifter","None","None","Death Beam","Scripture","Multiband Regulator","Kreegal Cloak","Gray","Cove Stalkers","None","None"
2398,"The Scaper","The Void","Fancypack","Phase 2","Drifter","None","None","Hole Puncher","Solid","Fine Tool Harness","Deverin Jacket","Yellow","No Damage","None","Light Grey Suit Integrity Amulet"
2399,"Trailmaker","The Void","Fancypack","Phase 2","Drifter","None","None","The Shriek","Solid","Heavy Duty Regulator","Vayon Worksuit","Black","House of Ourbous","None","Light Grey Milo Charm"
2400,"Rustler's Braincage","The Void","The Sink","Phase 2","Drifter","None","None","Trunker","Cap Flag","Multiband Regulator","Smocker","Red","Engineers Guild","None","Light Grey Milo Charm"
2401,"Trailmaker","The Void","Bobpack","Phase 2","Drifter","None","None","The Nozzle","Solid","Fine Tool Harness","Deverin Jacket","Green","House of Ourbous","None","Light Grey Suit Integrity Amulet"
2402,"The Spyhopper","The Void","Bobpack","Phase 2","Drifter","None","None","The Shriek","Solid","Heavy Duty Regulator","Deverin Jacket","Green","Machinist Social Club","None","Medium Grey Sanity Amulet"
2403,"Trailmaker","The Void","Caddypack","Phase 2","Drifter","None","None","The (Fat) Koltso","Arvis Edition","Multiband Regulator","Deverin Jacket","Yellow","Union of Merchants","Yes","None"
2404,"Headforge","The Void","Little Huffy","Phase 2","Drifter","None","None","Thruster","Cowl","Encased Regulator","Smocker","Blue","Machinist Social Club","Yes","White Air Supply Amulet"
2405,"Hangtooth","The Void","None","Phase 2","Drifter","None","None","Hull Breacher","Solid","Utility Vest","Vayon Worksuit","Black","Union of Merchants","None","None"
2406,"Backstab Squeezebox","The Void","The Sink","Phase 2","Drifter","None","None","The Nozzle","Solid","Fine Tool Harness","Deverin Jacket","Gray","Cathedral","None","None"
2407,"Good King Maude","The Void","None","Phase 2","Drifter","None","None","Bolt Harp","Solid","None","Prongshell","Red","Topography Society","None","None"
2408,"Headforge","The Void","The Sink","Phase 2","Drifter","None","None","The (Fat) Koltso","Sacred Passage","Simple Regulator","Smocker","Green","Beshtala-Chanko","None","Medium Grey Drippy Charm"
2409,"The Spyhopper","The Void","Caddypack","Phase 2","Drifter","None","None","Ball Claw","Cap Flag","Heavy Duty Regulator","Smocker","Red","Roving Terror","Yes","Light Grey Decontamination Amulet"
2410,"Good King Maude","The Void","Fancypack","Phase 2","Drifter","None","None","The (Fat) Koltso","Solid","Heavy Duty Regulator","Deverin Jacket","Yellow","Combustible","None","Light Grey Suit Integrity Amulet"
2411,"Hangtooth","The Void","Caddypack","Phase 2","Drifter","None","None","Trunker","Cowl","Heavy Duty Regulator","Smocker","Yellow","House of Ourbous","Yes","None"
2412,"Good King Maude","The Void","Caddypack","Phase 2","Drifter","None","None","Thruster","Solid","Simple Regulator","Vayon Worksuit","Gray","Engineers Guild","Yes","None"
2413,"Headforge","The Void","The Sink","Phase 2","Drifter","None","None","The Shriek","Cap Flag","Simple Regulator","Smocker","Yellow","Free Fringe","None","Light Grey Milo Charm"
2414,"Backstab Squeezebox","The Void","None","Phase 2","Drifter","None","None","Bolt Harp","Foss","None","Vayon Worksuit","Green","Grid Gang","None","None"
2415,"Headforge","The Void","The Sink","Phase 2","Drifter","None","None","Hull Breacher","Solid","Heavy Duty Regulator","Vayon Worksuit","Black","The Man Earlie Expeditionary Society","None","Light Grey Suit Integrity Amulet"
2416,"Headforge","The Void","Caddypack","Phase 2","Drifter","None","None","Hull Breacher","Sacred Passage","Heavy Duty Regulator","Smocker","Green","Margul","None","White Drippy Charm"
2417,"Rustler's Braincage","The Void","Fancypack","Phase 2","Drifter","None","None","Bolt Harp","Solid","Encased Regulator","Vayon Worksuit","Black","The Path","None","Dark Grey Drippy Charm"
2418,"Good King Maude","The Void","Bobpack","Phase 2","Drifter","None","None","Hole Puncher","Solid","Heavy Duty Regulator","Vayon Worksuit","Gray","League of Channel","None","Medium Grey Air Supply Amulet"
2419,"The Spyhopper","The Void","None","Phase 2","Drifter","None","None","The Nozzle","Solid","None","Smocker","Gray","Dark Ether House","None","None"
2420,"Boxhead","The Void","Little Huffy","Phase 2","Drifter","None","None","The (Fat) Koltso","Chords","Encased Regulator","Smocker","Gray","House of Ourbous","Yes","White Air Supply Amulet"
2421,"The Stalker","The Void","Little Huffy","Phase 2","Drifter","None","None","The (Fat) Koltso","Solid","Encased Regulator","Smocker","Black","Cathedral","Yes","Dark Grey Milo Charm"
2422,"Hardhat","The Void","None","Phase 2","Drifter","None","None","The Shriek","Foss","None","Vayon Worksuit","Yellow","Saddler Racing League","None","Light Grey Milo Charm"
2423,"Hangtooth","The Void","None","Phase 2","Drifter","None","None","Hull Breacher","Solid","None","Prongshell","White","No Damage","None","None"
2424,"Boxhead","The Void","Fancypack","Phase 2","Drifter","None","None","Trunker","Chords","Encased Regulator","Smocker","Gray","Lighthouse Sept","None","White Air Supply Amulet"
2425,"Hardhat","The Void","The Sink","Phase 2","Drifter","None","None","The (Fat) Koltso","Arvis Edition","Multiband Regulator","Deverin Jacket","Yellow","Saddler Racing League","None","None"
2426,"The Stalker","The Void","Fancypack","Phase 2","Drifter","None","None","Chainflicker","Cap Flag","Heavy Duty Regulator","Smocker","Red-Yellow","Union of Merchants","None","None"
2427,"Hardhat","The Void","None","Phase 2","Drifter","None","None","Hull Breacher","Solid","None","Kreegal Cloak","Red","Grid Gang","None","None"
2428,"Rustler's Braincage","The Void","Bobpack","Phase 2","Drifter","None","None","Everdull Snippies","Cap Flag","Simple Regulator","Smocker","Yellow","Dugall Freight","None","Yellow Drippy Charm"
2429,"Trailmaker","The Void","Bobpack","Phase 2","Drifter","None","None","The Nozzle","Scripture","Multiband Regulator","Kreegal Cloak","Gray","Gael","None","None"
2430,"Good King Maude","The Void","Bobpack","Phase 2","Drifter","None","None","The Nozzle","Solid","Heavy Duty Regulator","Deverin Jacket","Yellow","Engineers Guild","None","Light Grey Suit Integrity Amulet"
2431,"Hangtooth","The Void","Little Huffy","Phase 2","Drifter","None","None","The (Fat) Koltso","Solid","Heavy Duty Regulator","Deverin Jacket","Green","Engineers Guild","Yes","White Air Supply Amulet"
2432,"Good King Maude","The Void","Fancypack","Phase 2","Drifter","None","None","Cove Carver","Cap Flag","Heavy Duty Regulator","Smocker","Yellow","Topography Society","None","None"
2433,"The Spyhopper","The Void","The Sink","Phase 2","Drifter","None","None","Hull Breacher","Strapt","Fine Tool Harness","Duggie","Black","Deepsatch","None","Light Grey Milo Charm"
2434,"Hangtooth","The Void","Fancypack","Phase 2","Drifter","None","None","Hull Breacher","Solid","Simple Regulator","Deverin Jacket","Red","The Path","None","None"
2435,"The Spyhopper","The Void","The Sink","Phase 2","Drifter","None","None","Hole Puncher","Cap Flag","None","Smocker","Red","Saddler Racing League","None","Red Sanity Amulet"
2436,"The Scaper","The Void","Caddypack","Phase 2","Drifter","None","None","Faulk's Icepick","Solid","Encased Regulator","Vayon Worksuit","Gray","Cove Stalkers","Yes","None"
2437,"Kipper","The Void","Little Huffy","Phase 2","Drifter","None","None","The Nozzle","Solid","Encased Regulator","Vayon Worksuit","Gray","Engineers Guild","Yes","Light Grey Suit Integrity Amulet"
2438,"The Pillowcase","The Void","Fancypack","Phase 2","Drifter","Eye Patch","None","Death Beam","Solid","Simple Regulator","Deverin Jacket","Red","Roving Terror","None","Light Grey Suit Integrity Amulet"
2439,"The Pillowcase","The Void","Fancypack","Phase 2","Drifter","Leergear","None","The Nozzle","Sacred Passage","Heavy Duty Regulator","Smocker","Yellow","Mark Stay","None","Light Grey Suit Integrity Amulet"
2440,"Hangtooth","The Void","Little Huffy","Phase 2","Drifter","None","None","Trunker","Cap Flag","Multiband Regulator","Smocker","Green","The Bench","Yes","Medium Grey Sanity Amulet"
2441,"The Stalker","The Void","None","Phase 2","Drifter","None","None","Trunker","Foss","Utility Vest","Vayon Worksuit","Yellow","Beshtala-Chanko","None","None"
2442,"Headforge","The Void","Little Huffy","Phase 2","Drifter","None","None","Trunker","Cap Flag","Heavy Duty Regulator","Smocker","Red-Yellow","Margul","Yes","None"
2443,"Hangtooth","The Void","The Sink","Phase 2","Drifter","None","None","Trunker","Solid","Simple Regulator","Smocker","Black","Engineers Guild","None","None"
2444,"The Spyhopper","The Void","The Sink","Phase 2","Drifter","None","None","Roulette","Arvis Edition","Multiband Regulator","Deverin Jacket","Yellow","The Borsch Conservatory of Gastrotechs","None","White Drippy Charm"
2445,"Kipper","The Void","None","Phase 2","Drifter","Leergear","None","The (Fat) Koltso","Solid","None","Prongshell","Green","Topography Society","None","Medium Grey Drippy Charm"
2446,"The Scaper","The Void","Caddypack","Phase 2","Drifter","None","None","Hull Breacher","Cowl","Simple Regulator","Smocker","Red","Combustible","None","Dark Grey Air Supply Amulet"
2447,"Hardhat","The Void","Caddypack","Phase 2","Drifter","None","None","The (Fat) Koltso","Solid","Heavy Duty Regulator","Vayon Worksuit","Black","Dark Ether House","Yes","None"
2448,"Boxhead","The Void","The Sink","Phase 2","Drifter","None","None","The Shriek","Cap Flag","Heavy Duty Regulator","Smocker","Yellow","The Bench","None","None"
2449,"The Scaper","The Void","Little Huffy","Phase 2","Drifter","None","None","Death Beam","Cap Flag","None","Smocker","Red","Cross of the Round Power","Yes","None"
2450,"Rustler's Braincage","The Void","Fancypack","Phase 2","Drifter","None","None","Thruster","Solid","Multiband Regulator","Deverin Jacket","Gray","The Pyramid Order","None","Light Grey Suit Integrity Amulet"
2451,"Kipper","The Void","Caddypack","Phase 2","Drifter","Leergear","None","The Shriek","Cowl","Simple Regulator","Smocker","Red","Venonauts","Yes","None"
2452,"Rustler's Braincage","The Void","Caddypack","Phase 2","Drifter","None","None","Everdull Snippies","Solid","Simple Regulator","Deverin Jacket","Red","The Pyramid Order","Yes","None"
2453,"The Scaper","The Void","Little Huffy","Phase 2","Drifter","None","None","Ball Claw","Cap Flag","None","Smocker","Red","High Tox","Yes","Red Air Supply Amulet"
2454,"BC Shiner","The Void","None","Phase 2","Drifter","Driftcore Shades","None","The Nozzle","Foss","Fine Tool Harness","Vayon Worksuit","Green","Machinist Social Club","None","None"
2455,"Kipper","The Void","The Sink","Phase 2","Drifter","Hypervisor","None","The Nozzle","Solid","Heavy Duty Regulator","Deverin Jacket","Green","Cathedral","None","Light Grey Suit Integrity Amulet"
2456,"Dugall Freight BC Shiner","The Void","Bombshot Fuel Cell","Phase 2","Freight Wars Veterans","None","Powerjuice Mixer","Kickback Bombshot","None","None","Dugall Freight Prongshell","Dugall","Dugall Freight","None","None"
2457,"Hangtooth","The Void","The Sink","Phase 2","Drifter","None","None","Trunker","Solid","Heavy Duty Regulator","Kreegal Cloak","Red","Engineers Guild","None","None"
